"","PresentationOrder","Condition","File","Subject","Group","Accent","TalkerID","AccRating","Block","Sentence","Mean.PossibleKeywords","Stimulus.OnsetTime","Stimulus.OffsetTime","Mean.Response.ACC","Mean.Response.RESP","PercentCorrect","Duration","OnsetMarker","ResponseOnset","version","Group2"
"61","First","C1","AD_A","301","OHI","English","E1M",1.1,1,"Some men shave in the morning",5,14409,16261,1,5,1,1822,3455,1633,"new","OHI"
"62","First","C1","AD_A","301","OHI","English","E1M",1.1,2,"The boy knew the game",3,28063,29421,1,3,1,1328,2379,1051,"new","OHI"
"63","First","C1","AD_A","301","OHI","English","E1M",1.1,3,"The police chased the car",3,40117,41821,1,3,1,1674,2707,1033,"new","OHI"
"64","First","C1","AD_A","301","OHI","English","E1M",1.1,4,"The lady is making a toy",3,52651,54421,0,2,0.666666666666667,1740,2927,1187,"new","OHI"
"65","First","C1","AD_A","301","OHI","English","E1M",1.1,5,"Father looked at the book",4,67505,69091,1,4,1,1556,2793,1237,"new","OHI"
"66","First","C1","AD_A","301","OHI","English","E1M",1.1,6,"Snow falls at christmas",4,79466,81161,1,4,1,1665,2963,1298,"new","OHI"
"67","First","C1","AD_A","301","OHI","English","E1M",1.1,7,"The machine was very noisy",4,92787,94570,1,4,1,1753,2654,901,"new","OHI"
"68","First","C1","AD_A","301","OHI","English","E1M",1.1,8,"The glass bowl broke",3,104281,105790,0,0,0,1479,NA,-1479,"new","OHI"
"69","First","C1","AD_A","301","OHI","English","E1M",1.1,9,"Lemons grow on trees",4,123229,125030,1,4,1,1771,2539,768,"new","OHI"
"70","First","C1","AD_A","301","OHI","English","E1M",1.1,10,"They ate the lemon pie",3,135630,137260,1,3,1,1600,2822,1222,"new","OHI"
"71","First","C1","AD_A","301","OHI","English","E1M",1.1,11,"The dinner plate is hot",4,148457,149930,1,4,1,1443,2554,1111,"new","OHI"
"72","First","C1","AD_A","301","OHI","English","E1M",1.1,12,"The farmer keeps a bull",3,160245,161660,1,3,1,1385,2684,1299,"new","OHI"
"73","First","C1","AD_A","301","OHI","English","E1M",1.1,13,"A mouse ran down the hole",4,173379,175030,1,4,1,1621,2775,1154,"new","OHI"
"74","First","C1","AD_A","301","OHI","English","E1M",1.1,14,"She is taking her coat",4,185793,187220,1,4,1,1397,2552,1155,"new","OHI"
"75","First","C1","AD_A","301","OHI","English","E1M",1.1,15,"The thin dog was hungry",4,197740,199219,1,4,1,1449,3756,2307,"new","OHI"
"76","First","C1","AD_A","301","OHI","English","E1M",1.1,16,"She spoke to her son",4,213475,214959,0,1,0.25,1454,NA,-1454,"new","OHI"
"77","First","C1","AD_A","301","OHI","English","E1M",1.1,17,"Some sticks were under the tree",5,227209,228929,1,5,1,1690,2665,975,"new","OHI"
"78","First","C1","AD_A","301","OHI","English","E1M",1.1,18,"A boy ran down the path",4,239170,240829,1,4,1,1629,2498,869,"new","OHI"
"79","First","C1","AD_A","301","OHI","English","E1M",1.1,19,"The man cleaned his shoes",4,250344,252149,1,4,1,1775,2609,834,"new","OHI"
"80","First","C1","AD_A","301","OHI","English","E1M",1.1,20,"The room is getting cold",3,261851,263259,0,2,0.666666666666667,1378,2430,1052,"new","OHI"
"81","First","C1","AD_A","301","OHI","English","E1M",1.1,21,"Some animals sleep on straw",5,275745,277659,1,5,1,1884,2812,928,"new","OHI"
"82","First","C1","AD_A","301","OHI","English","E1M",1.1,22,"The old man is worried",4,290079,291608,1,4,1,1499,2709,1210,"new","OHI"
"83","First","C1","AD_A","301","OHI","English","E1M",1.1,23,"A girl kicked the table",3,302347,303838,1,3,1,1461,2596,1135,"new","OHI"
"84","First","C1","AD_A","301","OHI","English","E1M",1.1,24,"The little baby is sleeping",3,313428,315008,1,3,1,1550,2738,1188,"new","OHI"
"85","First","C1","AD_A","301","OHI","English","E1M",1.1,25,"They are crossing the street",2,323495,324920,1,2,1,1395,2382,987,"new","OHI"
"86","First","C1","AD_A","301","OHI","English","E1M",1.1,26,"The lady wore a coat",3,334696,335938,1,3,1,1212,2113,901,"new","OHI"
"87","First","C1","AD_A","301","OHI","English","E1M",1.1,27,"They say some silly things",4,345590,347438,1,4,1,1818,2918,1100,"new","OHI"
"88","First","C1","AD_A","301","OHI","English","E1M",1.1,28,"School finished early today",4,357710,359588,0,3,0.75,1848,2892,1044,"new","OHI"
"89","First","C1","AD_A","301","OHI","English","E1M",1.1,29,"The house had a nice garden",4,373005,374528,1,4,1,1493,2732,1239,"new","OHI"
"90","First","C1","AD_A","301","OHI","English","E1M",1.1,30,"They are kneeling down",2,384925,386147,0,0,0,1192,NA,-1192,"new","OHI"
"121","Second","C1","AD_B","302","OHI","English","E5M",1.4,1,"A girl kicked the table",3,53559,55348,0,2,0.666666666666667,1759,3303,1544,"new","OHI"
"122","Second","C1","AD_B","302","OHI","English","E5M",1.4,2,"School finished early today",4,77773,79547,1,4,1,1744,2187,443,"new","OHI"
"123","Second","C1","AD_B","302","OHI","English","E5M",1.4,3,"They say some silly things",4,101055,102577,1,4,1,1492,2051,559,"new","OHI"
"124","Second","C1","AD_B","302","OHI","English","E5M",1.4,4,"Some men shave in the morning",5,120869,122617,1,5,1,1718,2147,429,"new","OHI"
"125","Second","C1","AD_B","302","OHI","English","E5M",1.4,5,"They ate the lemon pie",3,138124,139816,1,3,1,1662,2257,595,"new","OHI"
"126","Second","C1","AD_B","302","OHI","English","E5M",1.4,6,"The dinner plate is hot",4,155418,156966,1,4,1,1518,1939,421,"new","OHI"
"127","Second","C1","AD_B","302","OHI","English","E5M",1.4,7,"Father looked at the book",4,167632,169536,1,4,1,1874,2150,276,"new","OHI"
"128","Second","C1","AD_B","302","OHI","English","E5M",1.4,8,"A mouse ran down the hole",4,181233,183047,1,4,1,1784,2615,831,"new","OHI"
"129","Second","C1","AD_B","302","OHI","English","E5M",1.4,9,"She spoke to her son",4,193767,195226,1,4,1,1429,1856,427,"new","OHI"
"130","Second","C1","AD_B","302","OHI","English","E5M",1.4,10,"The machine was very noisy",4,208461,210257,1,4,1,1766,2286,520,"new","OHI"
"131","Second","C1","AD_B","302","OHI","English","E5M",1.4,11,"The old man is worried",4,221889,223445,1,4,1,1526,1945,419,"new","OHI"
"132","Second","C1","AD_B","302","OHI","English","E5M",1.4,12,"The house had a nice garden",4,233996,235745,1,4,1,1719,2242,523,"new","OHI"
"133","Second","C1","AD_B","302","OHI","English","E5M",1.4,13,"The lady is making a toy",3,249051,250766,1,3,1,1685,2338,653,"new","OHI"
"134","Second","C1","AD_B","302","OHI","English","E5M",1.4,14,"Lemons grow on trees",4,263905,265365,1,4,1,1430,2109,679,"new","OHI"
"135","Second","C1","AD_B","302","OHI","English","E5M",1.4,15,"The thin dog was hungry",4,276292,277895,1,4,1,1573,2080,507,"new","OHI"
"136","Second","C1","AD_B","302","OHI","English","E5M",1.4,16,"Snow falls at christmas",4,288693,290205,1,4,1,1482,1826,344,"new","OHI"
"137","Second","C1","AD_B","302","OHI","English","E5M",1.4,17,"A boy ran down the path",4,301667,303574,1,4,1,1877,2715,838,"new","OHI"
"138","Second","C1","AD_B","302","OHI","English","E5M",1.4,18,"The room is getting cold",3,315908,317454,1,3,1,1516,2045,529,"new","OHI"
"139","Second","C1","AD_B","302","OHI","English","E5M",1.4,19,"The glass bowl broke",3,333923,335644,1,3,1,1691,2309,618,"new","OHI"
"140","Second","C1","AD_B","302","OHI","English","E5M",1.4,20,"The man cleaned his shoes",4,353017,354594,1,4,1,1547,2116,569,"new","OHI"
"141","Second","C1","AD_B","302","OHI","English","E5M",1.4,21,"They are kneeling down",2,373752,375174,1,2,1,1392,1927,535,"new","OHI"
"142","Second","C1","AD_B","302","OHI","English","E5M",1.4,22,"The police chased the car",3,390833,392533,1,3,1,1670,2214,544,"new","OHI"
"143","Second","C1","AD_B","302","OHI","English","E5M",1.4,23,"The boy knew the game",3,411621,413053,1,3,1,1402,1803,401,"new","OHI"
"144","Second","C1","AD_B","302","OHI","English","E5M",1.4,24,"Some sticks were under the tree",5,429942,431833,1,5,1,1861,2351,490,"new","OHI"
"145","Second","C1","AD_B","302","OHI","English","E5M",1.4,25,"The little baby is sleeping",3,447583,449153,1,3,1,1540,2244,704,"new","OHI"
"146","Second","C1","AD_B","302","OHI","English","E5M",1.4,26,"The farmer keeps a bull",3,466904,468292,1,3,1,1358,2343,985,"new","OHI"
"147","Second","C1","AD_B","302","OHI","English","E5M",1.4,27,"Some animals sleep on straw",5,481145,483172,1,5,1,1997,2426,429,"new","OHI"
"148","Second","C1","AD_B","302","OHI","English","E5M",1.4,28,"They are crossing the street",2,495239,496772,1,2,1,1503,1865,362,"new","OHI"
"149","Second","C1","AD_B","302","OHI","English","E5M",1.4,29,"She is taking her coat",4,508507,509962,1,4,1,1425,2136,711,"new","OHI"
"150","Second","C1","AD_B","302","OHI","English","E5M",1.4,30,"The lady wore a coat",3,520441,521842,1,3,1,1371,1863,492,"new","OHI"
"241","Fifth","C1","AD_A","303","OHI","English","E1M",1.1,1,"The house had a nice garden",4,11763,13288,0,1,0.25,1495,NA,-1495,"new","OHI"
"242","Fifth","C1","AD_A","303","OHI","English","E1M",1.1,2,"Snow falls at christmas",4,24897,26588,1,4,1,1661,1912,251,"new","OHI"
"243","Fifth","C1","AD_A","303","OHI","English","E1M",1.1,3,"The police chased the car",3,37378,39078,1,3,1,1670,2180,510,"new","OHI"
"244","Fifth","C1","AD_A","303","OHI","English","E1M",1.1,4,"They say some silly things",4,53072,54919,1,4,1,1817,1932,115,"new","OHI"
"245","Fifth","C1","AD_A","303","OHI","English","E1M",1.1,5,"They ate the lemon pie",3,66580,68218,1,3,1,1608,1981,373,"new","OHI"
"246","Fifth","C1","AD_A","303","OHI","English","E1M",1.1,6,"Lemons grow on trees",4,82834,84638,1,4,1,1774,2060,286,"new","OHI"
"247","Fifth","C1","AD_A","303","OHI","English","E1M",1.1,7,"The lady wore a coat",3,112569,113817,1,3,1,1218,1884,666,"new","OHI"
"248","Fifth","C1","AD_A","303","OHI","English","E1M",1.1,8,"The thin dog was hungry",4,123850,125328,0,0,0,1448,NA,-1448,"new","OHI"
"249","Fifth","C1","AD_A","303","OHI","English","E1M",1.1,9,"Some sticks were under the tree",5,138558,140288,1,5,1,1700,1999,299,"new","OHI"
"250","Fifth","C1","AD_A","303","OHI","English","E1M",1.1,10,"A mouse ran down the hole",4,152252,153908,0,4,1,1626,2138,512,"new","OHI"
"251","Fifth","C1","AD_A","303","OHI","English","E1M",1.1,11,"Some animals sleep on straw",5,165173,167088,1,5,1,1885,2841,956,"new","OHI"
"252","Fifth","C1","AD_A","303","OHI","English","E1M",1.1,12,"A girl kicked the table",3,177694,179186,1,3,1,1462,2400,938,"new","OHI"
"253","Fifth","C1","AD_A","303","OHI","English","E1M",1.1,13,"Father looked at the book",4,189961,191547,1,4,1,1556,2206,650,"new","OHI"
"254","Fifth","C1","AD_A","303","OHI","English","E1M",1.1,14,"The room is getting cold",3,201296,202697,1,3,1,1371,2109,738,"new","OHI"
"255","Fifth","C1","AD_A","303","OHI","English","E1M",1.1,15,"They are crossing the street",2,211776,213207,1,2,1,1401,2007,606,"new","OHI"
"256","Fifth","C1","AD_A","303","OHI","English","E1M",1.1,16,"The lady is making a toy",3,223364,225127,1,3,1,1733,2860,1127,"new","OHI"
"257","Fifth","C1","AD_A","303","OHI","English","E1M",1.1,17,"Some men shave in the morning",5,236631,238486,1,5,1,1825,2713,888,"new","OHI"
"258","Fifth","C1","AD_A","303","OHI","English","E1M",1.1,18,"The old man is worried",4,249646,251175,1,4,1,1499,2333,834,"new","OHI"
"259","Fifth","C1","AD_A","303","OHI","English","E1M",1.1,19,"A boy ran down the path",4,261353,263005,1,4,1,1622,1824,202,"new","OHI"
"260","Fifth","C1","AD_A","303","OHI","English","E1M",1.1,20,"She is taking her coat",4,272500,273926,1,4,1,1396,2019,623,"new","OHI"
"261","Fifth","C1","AD_A","303","OHI","English","E1M",1.1,21,"School finished early today",4,284435,286306,0,3,0.75,1841,2097,256,"new","OHI"
"262","Fifth","C1","AD_A","303","OHI","English","E1M",1.1,22,"The boy knew the game",3,297969,299325,0,1,0.333333333333333,1326,NA,-1326,"new","OHI"
"263","Fifth","C1","AD_A","303","OHI","English","E1M",1.1,23,"The dinner plate is hot",4,310823,312296,1,4,1,1443,1992,549,"new","OHI"
"264","Fifth","C1","AD_A","303","OHI","English","E1M",1.1,24,"The machine was very noisy",4,324024,325806,1,4,1,1752,2184,432,"new","OHI"
"265","Fifth","C1","AD_A","303","OHI","English","E1M",1.1,25,"The glass bowl broke",3,337252,338754,0,1,0.333333333333333,1472,NA,-1472,"new","OHI"
"266","Fifth","C1","AD_A","303","OHI","English","E1M",1.1,26,"The little baby is sleeping",3,350759,352345,1,3,1,1556,2100,544,"new","OHI"
"267","Fifth","C1","AD_A","303","OHI","English","E1M",1.1,27,"She spoke to her son",4,362800,364285,1,4,1,1455,2329,874,"new","OHI"
"268","Fifth","C1","AD_A","303","OHI","English","E1M",1.1,28,"The farmer keeps a bull",3,375948,377365,1,3,1,1387,3071,1684,"new","OHI"
"269","Fifth","C1","AD_A","303","OHI","English","E1M",1.1,29,"The man cleaned his shoes",4,388615,390424,1,4,1,1779,2216,437,"new","OHI"
"270","Fifth","C1","AD_A","303","OHI","English","E1M",1.1,30,"They are kneeling down",2,400856,402085,0,0,0,1199,NA,-1199,"new","OHI"
"271","Fifth","C1","AD_A","304","OHI","English","E1M",1.1,1,"The room is getting cold",3,10040,11447,1,3,1,1377,2974,1597,"new","OHI"
"272","Fifth","C1","AD_A","304","OHI","English","E1M",1.1,2,"The man cleaned his shoes",4,22534,24337,1,4,1,1773,2935,1162,"new","OHI"
"273","Fifth","C1","AD_A","304","OHI","English","E1M",1.1,3,"The lady is making a toy",3,38215,39977,1,3,1,1732,3603,1871,"new","OHI"
"274","Fifth","C1","AD_A","304","OHI","English","E1M",1.1,4,"School finished early today",4,51723,53597,0,3,0.75,1844,3378,1534,"new","OHI"
"275","Fifth","C1","AD_A","304","OHI","English","E1M",1.1,5,"The dinner plate is hot",4,63844,65316,1,4,1,1442,3190,1748,"new","OHI"
"276","Fifth","C1","AD_A","304","OHI","English","E1M",1.1,6,"The farmer keeps a bull",3,75964,77377,1,3,1,1383,7148,5765,"new","OHI"
"277","Fifth","C1","AD_A","304","OHI","English","E1M",1.1,7,"She is taking her coat",4,96313,97736,0,3,0.75,1393,5592,4199,"new","OHI"
"278","Fifth","C1","AD_A","304","OHI","English","E1M",1.1,8,"Snow falls at christmas",4,113367,115067,1,4,1,1670,3039,1369,"new","OHI"
"279","Fifth","C1","AD_A","304","OHI","English","E1M",1.1,9,"The little baby is sleeping",3,130595,132176,1,3,1,1551,4264,2713,"new","OHI"
"280","Fifth","C1","AD_A","304","OHI","English","E1M",1.1,10,"A girl kicked the table",3,142702,144195,1,3,1,1463,4678,3215,"new","OHI"
"281","Fifth","C1","AD_A","304","OHI","English","E1M",1.1,11,"Some animals sleep on straw",5,159557,161476,1,5,1,1889,3994,2105,"new","OHI"
"282","Fifth","C1","AD_A","304","OHI","English","E1M",1.1,12,"They are kneeling down",2,180905,182135,1,2,1,1200,5126,3926,"new","OHI"
"283","Fifth","C1","AD_A","304","OHI","English","E1M",1.1,13,"The boy knew the game",3,197866,199226,0,1,0.333333333333333,1330,NA,-1330,"new","OHI"
"284","Fifth","C1","AD_A","304","OHI","English","E1M",1.1,14,"They say some silly things",4,213441,215284,1,4,1,1813,3338,1525,"new","OHI"
"285","Fifth","C1","AD_A","304","OHI","English","E1M",1.1,15,"A mouse ran down the hole",4,232669,234324,0,0,0,1625,NA,-1625,"new","OHI"
"286","Fifth","C1","AD_A","304","OHI","English","E1M",1.1,16,"The old man is worried",4,256750,258275,0,3,0.75,1495,5295,3800,"new","OHI"
"287","Fifth","C1","AD_A","304","OHI","English","E1M",1.1,17,"The glass bowl broke",3,275512,277014,0,0,0,1472,NA,-1472,"new","OHI"
"288","Fifth","C1","AD_A","304","OHI","English","E1M",1.1,18,"Some men shave in the morning",5,291406,293264,1,5,1,1828,4254,2426,"new","OHI"
"289","Fifth","C1","AD_A","304","OHI","English","E1M",1.1,19,"The police chased the car",3,304727,306434,1,3,1,1677,4594,2917,"new","OHI"
"290","Fifth","C1","AD_A","304","OHI","English","E1M",1.1,20,"The lady wore a coat",3,318555,319804,1,3,1,1219,4592,3373,"new","OHI"
"291","Fifth","C1","AD_A","304","OHI","English","E1M",1.1,21,"Father looked at the book",4,332275,333863,1,4,1,1558,4157,2599,"new","OHI"
"292","Fifth","C1","AD_A","304","OHI","English","E1M",1.1,22,"The machine was very noisy",4,346303,348093,1,4,1,1760,4122,2362,"new","OHI"
"293","Fifth","C1","AD_A","304","OHI","English","E1M",1.1,23,"The house had a nice garden",4,360864,362393,0,2,0.5,1499,6241,4742,"new","OHI"
"294","Fifth","C1","AD_A","304","OHI","English","E1M",1.1,24,"The thin dog was hungry",4,381052,382524,0,2,0.5,1442,6384,4942,"new","OHI"
"295","Fifth","C1","AD_A","304","OHI","English","E1M",1.1,25,"A boy ran down the path",4,397947,399602,0,0,0,1625,NA,-1625,"new","OHI"
"296","Fifth","C1","AD_A","304","OHI","English","E1M",1.1,26,"They are crossing the street",2,416681,418102,1,2,1,1391,3218,1827,"new","OHI"
"297","Fifth","C1","AD_A","304","OHI","English","E1M",1.1,27,"She spoke to her son",4,429309,430792,0,0,0,1453,NA,-1453,"new","OHI"
"298","Fifth","C1","AD_A","304","OHI","English","E1M",1.1,28,"They ate the lemon pie",3,450670,452303,1,3,1,1603,3933,2330,"new","OHI"
"299","Fifth","C1","AD_A","304","OHI","English","E1M",1.1,29,"Lemons grow on trees",4,463991,465791,0,1,0.25,1770,NA,-1770,"new","OHI"
"300","Fifth","C1","AD_A","304","OHI","English","E1M",1.1,30,"Some sticks were under the tree",5,482606,484332,0,1,0.2,1696,NA,-1696,"new","OHI"
"541","Third","C1","AD_A","305","OHI","English","E1M",1.1,1,"A girl kicked the table",3,7849,9345,0,0,0,1466,NA,-1466,"new","OHI"
"542","Third","C1","AD_A","305","OHI","English","E1M",1.1,2,"Some men shave in the morning",5,20077,21936,0,3,0.6,1829,2091,262,"new","OHI"
"543","Third","C1","AD_A","305","OHI","English","E1M",1.1,3,"The man cleaned his shoes",4,31384,33185,0,1,0.25,1771,NA,-1771,"new","OHI"
"544","Third","C1","AD_A","305","OHI","English","E1M",1.1,4,"The room is getting cold",3,42918,44325,1,3,1,1377,2006,629,"new","OHI"
"545","Third","C1","AD_A","305","OHI","English","E1M",1.1,5,"They say some silly things",4,51759,53606,0,0,0,1817,NA,-1817,"new","OHI"
"546","Third","C1","AD_A","305","OHI","English","E1M",1.1,6,"The machine was very noisy",4,61813,63594,0,3,0.75,1751,2337,586,"new","OHI"
"547","Third","C1","AD_A","305","OHI","English","E1M",1.1,7,"A mouse ran down the hole",4,71973,73625,1,4,1,1622,2768,1146,"new","OHI"
"548","Third","C1","AD_A","305","OHI","English","E1M",1.1,8,"The lady is making a toy",3,82748,84515,0,2,0.666666666666667,1737,2738,1001,"new","OHI"
"549","Third","C1","AD_A","305","OHI","English","E1M",1.1,9,"Father looked at the book",4,93802,95385,1,4,1,1553,2203,650,"new","OHI"
"550","Third","C1","AD_A","305","OHI","English","E1M",1.1,10,"The house had a nice garden",4,104122,105644,1,4,1,1492,2141,649,"new","OHI"
"551","Third","C1","AD_A","305","OHI","English","E1M",1.1,11,"The police chased the car",3,113976,115685,0,0,0,1679,NA,-1679,"new","OHI"
"552","Third","C1","AD_A","305","OHI","English","E1M",1.1,12,"The farmer keeps a bull",3,124844,126265,0,2,0.666666666666667,1391,2472,1081,"new","OHI"
"553","Third","C1","AD_A","305","OHI","English","E1M",1.1,13,"The dinner plate is hot",4,134871,136345,1,4,1,1444,2127,683,"new","OHI"
"554","Third","C1","AD_A","305","OHI","English","E1M",1.1,14,"They are kneeling down",2,144245,145474,0,0,0,1199,NA,-1199,"new","OHI"
"555","Third","C1","AD_A","305","OHI","English","E1M",1.1,15,"They are crossing the street",2,154539,155964,0,0,0,1395,NA,-1395,"new","OHI"
"556","Third","C1","AD_A","305","OHI","English","E1M",1.1,16,"A boy ran down the path",4,164913,166574,0,3,0.75,1631,2442,811,"new","OHI"
"557","Third","C1","AD_A","305","OHI","English","E1M",1.1,17,"She is taking her coat",4,174847,176273,0,3,0.75,1396,2152,756,"new","OHI"
"558","Third","C1","AD_A","305","OHI","English","E1M",1.1,18,"The glass bowl broke",3,186581,188083,0,0,0,1472,NA,-1472,"new","OHI"
"559","Third","C1","AD_A","305","OHI","English","E1M",1.1,19,"They ate the lemon pie",3,198876,200514,1,3,1,1608,2191,583,"new","OHI"
"560","Third","C1","AD_A","305","OHI","English","E1M",1.1,20,"The lady wore a coat",3,209183,210434,1,3,1,1221,1838,617,"new","OHI"
"561","Third","C1","AD_A","305","OHI","English","E1M",1.1,21,"The boy knew the game",3,220090,221443,0,1,0.333333333333333,1323,NA,-1323,"new","OHI"
"562","Third","C1","AD_A","305","OHI","English","E1M",1.1,22,"The little baby is sleeping",3,229944,231532,1,3,1,1558,2052,494,"new","OHI"
"563","Third","C1","AD_A","305","OHI","English","E1M",1.1,23,"The thin dog was hungry",4,240558,242032,1,4,1,1444,1980,536,"new","OHI"
"564","Third","C1","AD_A","305","OHI","English","E1M",1.1,24,"School finished early today",4,251039,252913,0,3,0.75,1844,2299,455,"new","OHI"
"565","Third","C1","AD_A","305","OHI","English","E1M",1.1,25,"Some sticks were under the tree",5,263360,265083,0,1,0.2,1693,NA,-1693,"new","OHI"
"566","Third","C1","AD_A","305","OHI","English","E1M",1.1,26,"Some animals sleep on straw",5,275428,277342,1,5,1,1884,2473,589,"new","OHI"
"567","Third","C1","AD_A","305","OHI","English","E1M",1.1,27,"She spoke to her son",4,287788,289272,0,0,0,1454,NA,-1454,"new","OHI"
"568","Third","C1","AD_A","305","OHI","English","E1M",1.1,28,"Lemons grow on trees",4,297989,299794,0,0,0,1775,NA,-1775,"new","OHI"
"569","Third","C1","AD_A","305","OHI","English","E1M",1.1,29,"Snow falls at christmas",4,310003,311702,0,2,0.5,1669,2255,586,"new","OHI"
"570","Third","C1","AD_A","305","OHI","English","E1M",1.1,30,"The old man is worried",4,320977,322501,0,3,0.75,1494,2247,753,"new","OHI"
"571","Second","C1","AD_B","7101","YNH-7","English","E5M",1.4,1,"School finished early today",4,13663,15440,1,4,1,1747,2174,427,"new","YNH"
"572","Second","C1","AD_B","7101","YNH-7","English","E5M",1.4,2,"A girl kicked the table",3,23144,24930,1,3,1,1756,2335,579,"new","YNH"
"573","Second","C1","AD_B","7101","YNH-7","English","E5M",1.4,3,"The farmer keeps a bull",3,33638,35020,0,2,0.666666666666667,1352,3204,1852,"new","YNH"
"574","Second","C1","AD_B","7101","YNH-7","English","E5M",1.4,4,"Some animals sleep on straw",5,43945,45969,1,5,1,1994,2228,234,"new","YNH"
"575","Second","C1","AD_B","7101","YNH-7","English","E5M",1.4,5,"The lady is making a toy",3,54079,55799,1,3,1,1690,2128,438,"new","YNH"
"576","Second","C1","AD_B","7101","YNH-7","English","E5M",1.4,6,"Some men shave in the morning",5,64253,65999,1,5,1,1716,2579,863,"new","YNH"
"577","Second","C1","AD_B","7101","YNH-7","English","E5M",1.4,7,"She spoke to her son",4,74107,75558,1,4,1,1421,2082,661,"new","YNH"
"578","Second","C1","AD_B","7101","YNH-7","English","E5M",1.4,8,"The glass bowl broke",3,82788,84508,1,3,1,1690,2254,564,"new","YNH"
"579","Second","C1","AD_B","7101","YNH-7","English","E5M",1.4,9,"They ate the lemon pie",3,92322,94019,1,3,1,1667,2466,799,"new","YNH"
"580","Second","C1","AD_B","7101","YNH-7","English","E5M",1.4,10,"The lady wore a coat",3,101562,102970,1,3,1,1378,2053,675,"new","YNH"
"581","Second","C1","AD_B","7101","YNH-7","English","E5M",1.4,11,"They say some silly things",4,110723,112248,1,4,1,1495,2121,626,"new","YNH"
"582","Second","C1","AD_B","7101","YNH-7","English","E5M",1.4,12,"They are kneeling down",2,120324,121749,1,2,1,1395,2840,1445,"new","YNH"
"583","Second","C1","AD_B","7101","YNH-7","English","E5M",1.4,13,"The little baby is sleeping",3,129978,131549,1,3,1,1541,2375,834,"new","YNH"
"584","Second","C1","AD_B","7101","YNH-7","English","E5M",1.4,14,"She is taking her coat",4,139098,140559,0,3,0.75,1431,3018,1587,"new","YNH"
"585","Second","C1","AD_B","7101","YNH-7","English","E5M",1.4,15,"The machine was very noisy",4,150459,152259,1,4,1,1770,2259,489,"new","YNH"
"586","Second","C1","AD_B","7101","YNH-7","English","E5M",1.4,16,"The house had a nice garden",4,160273,162017,1,4,1,1714,2834,1120,"new","YNH"
"587","Second","C1","AD_B","7101","YNH-7","English","E5M",1.4,17,"They are crossing the street",2,174341,175877,1,2,1,1506,2119,613,"new","YNH"
"588","Second","C1","AD_B","7101","YNH-7","English","E5M",1.4,18,"The police chased the car",3,183568,185278,1,3,1,1680,2588,908,"new","YNH"
"589","Second","C1","AD_B","7101","YNH-7","English","E5M",1.4,19,"A mouse ran down the hole",4,193702,195517,1,4,1,1785,2165,380,"new","YNH"
"590","Second","C1","AD_B","7101","YNH-7","English","E5M",1.4,20,"The dinner plate is hot",4,203530,205077,0,0,0,1517,NA,-1517,"new","YNH"
"591","Second","C1","AD_B","7101","YNH-7","English","E5M",1.4,21,"Some sticks were under the tree",5,219144,221038,0,2,0.4,1864,NA,-1864,"new","YNH"
"592","Second","C1","AD_B","7101","YNH-7","English","E5M",1.4,22,"The man cleaned his shoes",4,232718,234298,1,4,1,1550,2052,502,"new","YNH"
"593","Second","C1","AD_B","7101","YNH-7","English","E5M",1.4,23,"A boy ran down the path",4,241972,243876,1,4,1,1874,2134,260,"new","YNH"
"594","Second","C1","AD_B","7101","YNH-7","English","E5M",1.4,24,"The thin dog was hungry",4,251520,253126,0,3,0.75,1576,4030,2454,"new","YNH"
"595","Second","C1","AD_B","7101","YNH-7","English","E5M",1.4,25,"Father looked at the book",4,263160,265066,1,4,1,1876,2725,849,"new","YNH"
"596","Second","C1","AD_B","7101","YNH-7","English","E5M",1.4,26,"The room is getting cold",3,274628,276177,1,3,1,1519,1926,407,"new","YNH"
"597","Second","C1","AD_B","7101","YNH-7","English","E5M",1.4,27,"Lemons grow on trees",4,285215,286667,1,4,1,1422,2850,1428,"new","YNH"
"598","Second","C1","AD_B","7101","YNH-7","English","E5M",1.4,28,"Snow falls at christmas",4,295003,296517,1,4,1,1484,1834,350,"new","YNH"
"599","Second","C1","AD_B","7101","YNH-7","English","E5M",1.4,29,"The old man is worried",4,303883,305437,1,4,1,1524,2856,1332,"new","YNH"
"600","Second","C1","AD_B","7101","YNH-7","English","E5M",1.4,30,"The boy knew the game",3,313884,315316,1,3,1,1402,2052,650,"new","YNH"
"601","First","C1","AD_A","7201","ONH-7","English","E1M",1.1,1,"They say some silly things",4,12350,14198,1,4,1,1818,2480,662,"new","ONH"
"602","First","C1","AD_A","7201","ONH-7","English","E1M",1.1,2,"A boy ran down the path",4,25738,27389,1,4,1,1621,2228,607,"new","ONH"
"603","First","C1","AD_A","7201","ONH-7","English","E1M",1.1,3,"Some sticks were under the tree",5,40299,42028,0,4,0.8,1699,2333,634,"new","ONH"
"604","First","C1","AD_A","7201","ONH-7","English","E1M",1.1,4,"Some animals sleep on straw",5,53073,54989,0,3,0.6,1886,2886,1000,"new","ONH"
"605","First","C1","AD_A","7201","ONH-7","English","E1M",1.1,5,"The lady wore a coat",3,66740,67989,1,3,1,1219,2186,967,"new","ONH"
"606","First","C1","AD_A","7201","ONH-7","English","E1M",1.1,6,"The boy knew the game",3,78248,79609,0,2,0.666666666666667,1331,1866,535,"new","ONH"
